O*NET-SOC Code,Title,Related O*NET-SOC Code,Related Title,Index
43-4031.03,License Clerks,43-6012.00,Legal Secretaries,6
43-4031.03,License Clerks,43-3021.02,"Billing, Cost, and Rate Clerks",7
43-4031.03,License Clerks,43-9041.02,Insurance Policy Processing Clerks,8
43-4031.03,License Clerks,43-6013.00,Medical Secretaries,9
43-4031.03,License Clerks,13-2082.00,Tax Preparers,10
43-4041.01,Credit Authorizers,43-5061.00,"Production, Planning, and Expediting Clerks",1
43-4041.01,Credit Authorizers,43-3021.02,"Billing, Cost, and Rate Clerks",2
43-4041.01,Credit Authorizers,43-9041.02,Insurance Policy Processing Clerks,3
43-4041.01,Credit Authorizers,43-3011.00,Bill and Account Collectors,4
43-4041.01,Credit Authorizers,43-3061.00,Procurement Clerks,5
43-4041.01,Credit Authorizers,13-2082.00,Tax Preparers,6
43-4041.01,Credit Authorizers,43-6012.00,Legal Secretaries,7
43-4041.01,Credit Authorizers,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",8
43-4041.01,Credit Authorizers,13-1031.01,"Claims Examiners, Property and Casualty Insurance",9
43-4041.01,Credit Authorizers,43-4011.00,Brokerage Clerks,10
43-4041.02,Credit Checkers,43-4111.00,"Interviewers, Except Eligibility and Loan",1
43-4041.02,Credit Checkers,43-5011.00,Cargo and Freight Agents,2
43-4041.02,Credit Checkers,43-3021.01,Statement Clerks,3
43-4041.02,Credit Checkers,43-4051.00,Customer Service Representatives,4
43-4041.02,Credit Checkers,43-9041.02,Insurance Policy Processing Clerks,5
43-4041.02,Credit Checkers,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",6
43-4041.02,Credit Checkers,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",7
43-4041.02,Credit Checkers,43-3021.02,"Billing, Cost, and Rate Clerks",8
43-4041.02,Credit Checkers,43-4171.00,Receptionists and Information Clerks,9
43-4041.02,Credit Checkers,43-4021.00,Correspondence Clerks,10
43-4051.00,Customer Service Representatives,43-4171.00,Receptionists and Information Clerks,1
43-4051.00,Customer Service Representatives,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",2
43-4051.00,Customer Service Representatives,43-2011.00,"Switchboard Operators, Including Answering Service",3
43-4051.00,Customer Service Representatives,43-9041.01,Insurance Claims Clerks,4
43-4051.00,Customer Service Representatives,43-4141.00,New Accounts Clerks,5
43-4051.00,Customer Service Representatives,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",6
43-4051.00,Customer Service Representatives,43-9061.00,"Office Clerks, General",7
43-4051.00,Customer Service Representatives,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",8
43-4051.00,Customer Service Representatives,41-2031.00,Retail Salespersons,9
43-4051.00,Customer Service Representatives,43-3071.00,Tellers,10
43-4051.03,Patient Representatives,11-9031.00,"Education Administrators, Preschool and Childcare Center/Program",1
43-4051.03,Patient Representatives,21-1012.00,"Educational, Guidance, School, and Vocational Counselors",2
43-4051.03,Patient Representatives,21-1092.00,Probation Officers and Correctional Treatment Specialists,3
43-4051.03,Patient Representatives,25-2021.00,"Elementary School Teachers, Except Special Education",4
43-4051.03,Patient Representatives,25-2054.00,"Special Education Teachers, Secondary School",5
43-4051.03,Patient Representatives,39-9041.00,Residential Advisors,6
43-4051.03,Patient Representatives,21-1022.00,Healthcare Social Workers,7
43-4051.03,Patient Representatives,25-2053.00,"Special Education Teachers, Middle School",8
43-4051.03,Patient Representatives,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",9
43-4051.03,Patient Representatives,13-1041.03,Equal Opportunity Representatives and Officers,10
43-4061.00,"Eligibility Interviewers, Government Programs",13-1071.00,Human Resources Specialists,1
43-4061.00,"Eligibility Interviewers, Government Programs",43-4011.00,Brokerage Clerks,2
43-4061.00,"Eligibility Interviewers, Government Programs",43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",3
43-4061.00,"Eligibility Interviewers, Government Programs",43-4141.00,New Accounts Clerks,4
43-4061.00,"Eligibility Interviewers, Government Programs",43-4051.00,Customer Service Representatives,5
43-4061.00,"Eligibility Interviewers, Government Programs",43-4111.00,"Interviewers, Except Eligibility and Loan",6
43-4061.00,"Eligibility Interviewers, Government Programs",43-6013.00,Medical Secretaries,7
43-4061.00,"Eligibility Interviewers, Government Programs",39-9041.00,Residential Advisors,8
43-4061.00,"Eligibility Interviewers, Government Programs",43-6011.00,Executive Secretaries and Executive Administrative Assistants,9
43-4061.00,"Eligibility Interviewers, Government Programs",43-4031.03,License Clerks,10
43-4071.00,File Clerks,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",1
43-4071.00,File Clerks,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",2
43-4071.00,File Clerks,43-5081.02,Marking Clerks,3
43-4071.00,File Clerks,51-6011.00,Laundry and Dry-Cleaning Workers,4
43-4071.00,File Clerks,43-4121.00,"Library Assistants, Clerical",5
43-4071.00,File Clerks,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",6
43-4071.00,File Clerks,51-9031.00,"Cutters and Trimmers, Hand",7
43-4071.00,File Clerks,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,8
43-4071.00,File Clerks,43-5071.00,"Shipping, Receiving, and Traffic Clerks",9
43-4071.00,File Clerks,43-5081.04,"Order Fillers, Wholesale and Retail Sales",10
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",43-4171.00,Receptionists and Information Clerks,1
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",43-2011.00,"Switchboard Operators, Including Answering Service",2
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",43-9061.00,"Office Clerks, General",3
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",43-4051.00,Customer Service Representatives,4
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",43-9041.01,Insurance Claims Clerks,5
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",43-3021.02,"Billing, Cost, and Rate Clerks",6
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",43-4141.00,New Accounts Clerks,7
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",39-7011.00,Tour Guides and Escorts,8
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",43-3011.00,Bill and Account Collectors,9
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",43-2021.00,Telephone Operators,10
43-4111.00,"Interviewers, Except Eligibility and Loan",43-4051.00,Customer Service Representatives,1
43-4111.00,"Interviewers, Except Eligibility and Loan",43-4171.00,Receptionists and Information Clerks,2
43-4111.00,"Interviewers, Except Eligibility and Loan",43-9041.01,Insurance Claims Clerks,3
43-4111.00,"Interviewers, Except Eligibility and Loan",43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",4
43-4111.00,"Interviewers, Except Eligibility and Loan",43-6011.00,Executive Secretaries and Executive Administrative Assistants,5
43-4111.00,"Interviewers, Except Eligibility and Loan",43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",6
43-4111.00,"Interviewers, Except Eligibility and Loan",43-4061.00,"Eligibility Interviewers, Government Programs",7
43-4111.00,"Interviewers, Except Eligibility and Loan",43-4141.00,New Accounts Clerks,8
43-4111.00,"Interviewers, Except Eligibility and Loan",43-9061.00,"Office Clerks, General",9
43-4111.00,"Interviewers, Except Eligibility and Loan",43-9041.02,Insurance Policy Processing Clerks,10
43-4121.00,"Library Assistants, Clerical",39-2021.00,Nonfarm Animal Caretakers,1
43-4121.00,"Library Assistants, Clerical",29-2052.00,Pharmacy Technicians,2
43-4121.00,"Library Assistants, Clerical",43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",3
43-4121.00,"Library Assistants, Clerical",31-9095.00,Pharmacy Aides,4
43-4121.00,"Library Assistants, Clerical",43-5051.00,Postal Service Clerks,5
43-4121.00,"Library Assistants, Clerical",43-9061.00,"Office Clerks, General",6
43-4121.00,"Library Assistants, Clerical",43-5081.01,"Stock Clerks, Sales Floor",7
43-4121.00,"Library Assistants, Clerical",43-3041.00,Gaming Cage Workers,8
43-4121.00,"Library Assistants, Clerical",35-2021.00,Food Preparation Workers,9
43-4121.00,"Library Assistants, Clerical",35-3022.00,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",10
43-4131.00,Loan Interviewers and Clerks,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",1
43-4131.00,Loan Interviewers and Clerks,13-2082.00,Tax Preparers,2
43-4131.00,Loan Interviewers and Clerks,43-3051.00,Payroll and Timekeeping Clerks,3
43-4131.00,Loan Interviewers and Clerks,43-9041.01,Insurance Claims Clerks,4
43-4131.00,Loan Interviewers and Clerks,13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",5
43-4131.00,Loan Interviewers and Clerks,43-6012.00,Legal Secretaries,6
43-4131.00,Loan Interviewers and Clerks,43-3011.00,Bill and Account Collectors,7
43-4131.00,Loan Interviewers and Clerks,43-4011.00,Brokerage Clerks,8
43-4131.00,Loan Interviewers and Clerks,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",9
43-4131.00,Loan Interviewers and Clerks,43-4141.00,New Accounts Clerks,10
43-4141.00,New Accounts Clerks,43-4011.00,Brokerage Clerks,1
43-4141.00,New Accounts Clerks,13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",2
43-4141.00,New Accounts Clerks,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",3
43-4141.00,New Accounts Clerks,43-6011.00,Executive Secretaries and Executive Administrative Assistants,4
43-4141.00,New Accounts Clerks,43-3021.01,Statement Clerks,5
43-4141.00,New Accounts Clerks,43-3021.02,"Billing, Cost, and Rate Clerks",6
43-4141.00,New Accounts Clerks,43-6012.00,Legal Secretaries,7
43-4141.00,New Accounts Clerks,43-9041.01,Insurance Claims Clerks,8
43-4141.00,New Accounts Clerks,13-2072.00,Loan Officers,9
43-4141.00,New Accounts Clerks,43-4051.00,Customer Service Representatives,10
43-4151.00,Order Clerks,43-5011.00,Cargo and Freight Agents,1
43-4151.00,Order Clerks,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",2
43-4151.00,Order Clerks,43-3011.00,Bill and Account Collectors,3
43-4151.00,Order Clerks,43-9041.02,Insurance Policy Processing Clerks,4
43-4151.00,Order Clerks,43-3021.02,"Billing, Cost, and Rate Clerks",5
43-4151.00,Order Clerks,43-3041.00,Gaming Cage Workers,6
43-4151.00,Order Clerks,43-4171.00,Receptionists and Information Clerks,7
43-4151.00,Order Clerks,43-4111.00,"Interviewers, Except Eligibility and Loan",8
43-4151.00,Order Clerks,41-3041.00,Travel Agents,9
43-4151.00,Order Clerks,43-2011.00,"Switchboard Operators, Including Answering Service",10
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",43-9041.01,Insurance Claims Clerks,1
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",43-4131.00,Loan Interviewers and Clerks,2
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",43-6012.00,Legal Secretaries,3
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",4
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",43-3051.00,Payroll and Timekeeping Clerks,5
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",43-4141.00,New Accounts Clerks,6
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",43-3021.02,"Billing, Cost, and Rate Clerks",7
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",43-4011.00,Brokerage Clerks,8
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",13-1071.00,Human Resources Specialists,9
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",43-4031.03,License Clerks,10
43-4171.00,Receptionists and Information Clerks,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",1
43-4171.00,Receptionists and Information Clerks,43-9061.00,"Office Clerks, General",2
43-4171.00,Receptionists and Information Clerks,43-2011.00,"Switchboard Operators, Including Answering Service",3
43-4171.00,Receptionists and Information Clerks,43-4051.00,Customer Service Representatives,4
43-4171.00,Receptionists and Information Clerks,43-3071.00,Tellers,5
43-4171.00,Receptionists and Information Clerks,41-2031.00,Retail Salespersons,6
43-4171.00,Receptionists and Information Clerks,43-9041.02,Insurance Policy Processing Clerks,7
43-4171.00,Receptionists and Information Clerks,43-4111.00,"Interviewers, Except Eligibility and Loan",8
43-4171.00,Receptionists and Information Clerks,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",9
43-4171.00,Receptionists and Information Clerks,43-3021.02,"Billing, Cost, and Rate Clerks",10
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,43-4171.00,Receptionists and Information Clerks,1
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,41-9011.00,Demonstrators and Product Promoters,2
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,41-2021.00,Counter and Rental Clerks,3
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,41-2022.00,Parts Salespersons,4
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,41-2011.00,Cashiers,5
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,41-2031.00,Retail Salespersons,6
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",7
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,41-3041.00,Travel Agents,8
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,43-2011.00,"Switchboard Operators, Including Answering Service",9
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,43-3071.00,Tellers,10
43-5011.00,Cargo and Freight Agents,43-3021.02,"Billing, Cost, and Rate Clerks",1
43-5011.00,Cargo and Freight Agents,43-3011.00,Bill and Account Collectors,2
43-5011.00,Cargo and Freight Agents,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",3
43-5011.00,Cargo and Freight Agents,43-3051.00,Payroll and Timekeeping Clerks,4
43-5011.00,Cargo and Freight Agents,43-4031.01,Court Clerks,5
43-5011.00,Cargo and Freight Agents,13-2082.00,Tax Preparers,6
43-5011.00,Cargo and Freight Agents,43-4151.00,Order Clerks,7
43-5011.00,Cargo and Freight Agents,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",8
43-5011.00,Cargo and Freight Agents,43-3041.00,Gaming Cage Workers,9
43-5011.00,Cargo and Freight Agents,43-9041.02,Insurance Policy Processing Clerks,10
43-5021.00,Couriers and Messengers,43-5052.00,Postal Service Mail Carriers,1
43-5021.00,Couriers and Messengers,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2
43-5021.00,Couriers and Messengers,45-2092.01,Nursery Workers,3
43-5021.00,Couriers and Messengers,33-3041.00,Parking Enforcement Workers,4
43-5021.00,Couriers and Messengers,47-3012.00,Helpers--Carpenters,5
43-5021.00,Couriers and Messengers,35-9021.00,Dishwashers,6
43-5021.00,Couriers and Messengers,53-3033.00,Light Truck or Delivery Services Drivers,7
43-5021.00,Couriers and Messengers,51-4052.00,"Pourers and Casters, Metal",8
43-5021.00,Couriers and Messengers,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,9
43-5021.00,Couriers and Messengers,49-3093.00,Tire Repairers and Changers,10
43-5031.00,"Police, Fire, and Ambulance Dispatchers",29-9012.00,Occupational Health and Safety Technicians,1
43-5031.00,"Police, Fire, and Ambulance Dispatchers",43-4011.00,Brokerage Clerks,2
43-5031.00,"Police, Fire, and Ambulance Dispatchers",21-1093.00,Social and Human Service Assistants,3
43-5031.00,"Police, Fire, and Ambulance Dispatchers",29-2031.00,Cardiovascular Technologists and Technicians,4
43-5031.00,"Police, Fire, and Ambulance Dispatchers",29-2099.06,Radiologic Technicians,5
43-5031.00,"Police, Fire, and Ambulance Dispatchers",31-9091.00,Dental Assistants,6
43-5031.00,"Police, Fire, and Ambulance Dispatchers",31-9092.00,Medical Assistants,7
43-5031.00,"Police, Fire, and Ambulance Dispatchers",29-2055.00,Surgical Technologists,8
43-5031.00,"Police, Fire, and Ambulance Dispatchers",39-1012.00,Slot Supervisors,9
43-5031.00,"Police, Fire, and Ambulance Dispatchers",13-1041.02,Licensing Examiners and Inspectors,10
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",43-4011.00,Brokerage Clerks,1
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",43-3021.02,"Billing, Cost, and Rate Clerks",2
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",13-1031.02,"Insurance Adjusters, Examiners, and Investigators",3
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",43-5061.00,"Production, Planning, and Expediting Clerks",4
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",13-1032.00,"Insurance Appraisers, Auto Damage",5
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",6
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",43-6011.00,Executive Secretaries and Executive Administrative Assistants,7
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",43-4141.00,New Accounts Clerks,8
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",9
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",43-5011.00,Cargo and Freight Agents,10
43-5041.00,"Meter Readers, Utilities",43-5052.00,Postal Service Mail Carriers,1
43-5041.00,"Meter Readers, Utilities",51-3021.00,Butchers and Meat Cutters,2
43-5041.00,"Meter Readers, Utilities",43-5071.00,"Shipping, Receiving, and Traffic Clerks",3
43-5041.00,"Meter Readers, Utilities",53-6031.00,Automotive and Watercraft Service Attendants,4
43-5041.00,"Meter Readers, Utilities",53-3033.00,Light Truck or Delivery Services Drivers,5
43-5041.00,"Meter Readers, Utilities",43-5021.00,Couriers and Messengers,6
43-5041.00,"Meter Readers, Utilities",33-3041.00,Parking Enforcement Workers,7
43-5041.00,"Meter Readers, Utilities",53-3031.00,Driver/Sales Workers,8
43-5041.00,"Meter Readers, Utilities",53-6011.00,Bridge and Lock Tenders,9
43-5041.00,"Meter Readers, Utilities",53-3041.00,Taxi Drivers and Chauffeurs,10
43-5051.00,Postal Service Clerks,29-2052.00,Pharmacy Technicians,1
43-5051.00,Postal Service Clerks,43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",2
43-5051.00,Postal Service Clerks,41-2011.00,Cashiers,3
43-5051.00,Postal Service Clerks,43-4121.00,"Library Assistants, Clerical",4
43-5051.00,Postal Service Clerks,41-2012.00,Gaming Change Persons and Booth Cashiers,5
43-5051.00,Postal Service Clerks,29-2071.00,Medical Records and Health Information Technicians,6
43-5051.00,Postal Service Clerks,41-2021.00,Counter and Rental Clerks,7
43-5051.00,Postal Service Clerks,41-2022.00,Parts Salespersons,8
43-5051.00,Postal Service Clerks,43-9061.00,"Office Clerks, General",9
43-5051.00,Postal Service Clerks,43-5081.01,"Stock Clerks, Sales Floor",10
43-5052.00,Postal Service Mail Carriers,43-5021.00,Couriers and Messengers,1
43-5052.00,Postal Service Mail Carriers,43-5041.00,"Meter Readers, Utilities",2
43-5052.00,Postal Service Mail Carriers,33-3041.00,Parking Enforcement Workers,3
43-5052.00,Postal Service Mail Carriers,43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",4
43-5052.00,Postal Service Mail Carriers,53-3031.00,Driver/Sales Workers,5
43-5052.00,Postal Service Mail Carriers,53-3041.00,Taxi Drivers and Chauffeurs,6
43-5052.00,Postal Service Mail Carriers,47-2151.00,Pipelayers,7
43-5052.00,Postal Service Mail Carriers,45-2092.01,Nursery Workers,8
43-5052.00,Postal Service Mail Carriers,53-6011.00,Bridge and Lock Tenders,9
43-5052.00,Postal Service Mail Carriers,51-4052.00,"Pourers and Casters, Metal",10
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",1
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",43-5081.02,Marking Clerks,2
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",3
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",43-5052.00,Postal Service Mail Carriers,4
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,5
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",6
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",35-3021.00,"Combined Food Preparation and Serving Workers, Including Fast Food",7
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",41-2012.00,Gaming Change Persons and Booth Cashiers,8
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",43-9071.00,"Office Machine Operators, Except Computer",9
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",35-2011.00,"Cooks, Fast Food",10
43-5061.00,"Production, Planning, and Expediting Clerks",13-1031.02,"Insurance Adjusters, Examiners, and Investigators",1
43-5061.00,"Production, Planning, and Expediting Clerks",43-4041.01,Credit Authorizers,2
43-5061.00,"Production, Planning, and Expediting Clerks",43-4011.00,Brokerage Clerks,3
43-5061.00,"Production, Planning, and Expediting Clerks",43-3021.02,"Billing, Cost, and Rate Clerks",4
43-5061.00,"Production, Planning, and Expediting Clerks",43-6012.00,Legal Secretaries,5
43-5061.00,"Production, Planning, and Expediting Clerks",43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",6
43-5061.00,"Production, Planning, and Expediting Clerks",13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",7
43-5061.00,"Production, Planning, and Expediting Clerks",13-1032.00,"Insurance Appraisers, Auto Damage",8
43-5061.00,"Production, Planning, and Expediting Clerks",41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",9
43-5061.00,"Production, Planning, and Expediting Clerks",43-3061.00,Procurement Clerks,10
43-5071.00,"Shipping, Receiving, and Traffic Clerks",49-9052.00,Telecommunications Line Installers and Repairers,1
43-5071.00,"Shipping, Receiving, and Traffic Clerks",51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",2
43-5071.00,"Shipping, Receiving, and Traffic Clerks",51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",3
43-5071.00,"Shipping, Receiving, and Traffic Clerks",49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,4
43-5071.00,"Shipping, Receiving, and Traffic Clerks",37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",5
43-5071.00,"Shipping, Receiving, and Traffic Clerks",49-2098.00,Security and Fire Alarm Systems Installers,6
43-5071.00,"Shipping, Receiving, and Traffic Clerks",49-3021.00,Automotive Body and Related Repairers,7
43-5071.00,"Shipping, Receiving, and Traffic Clerks",51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",8
43-5071.00,"Shipping, Receiving, and Traffic Clerks",51-5113.00,Print Binding and Finishing Workers,9
43-5071.00,"Shipping, Receiving, and Traffic Clerks",51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",10
43-5081.01,"Stock Clerks, Sales Floor",39-5093.00,Shampooers,1
43-5081.01,"Stock Clerks, Sales Floor",35-2021.00,Food Preparation Workers,2
43-5081.01,"Stock Clerks, Sales Floor",37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",3
43-5081.01,"Stock Clerks, Sales Floor",35-3021.00,"Combined Food Preparation and Serving Workers, Including Fast Food",4
43-5081.01,"Stock Clerks, Sales Floor",43-4121.00,"Library Assistants, Clerical",5
43-5081.01,"Stock Clerks, Sales Floor",35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,6
43-5081.01,"Stock Clerks, Sales Floor",43-5081.04,"Order Fillers, Wholesale and Retail Sales",7
43-5081.01,"Stock Clerks, Sales Floor",39-3012.00,Gaming and Sports Book Writers and Runners,8
43-5081.01,"Stock Clerks, Sales Floor",41-2011.00,Cashiers,9
43-5081.01,"Stock Clerks, Sales Floor",43-3041.00,Gaming Cage Workers,10
43-5081.02,Marking Clerks,35-2021.00,Food Preparation Workers,1
43-5081.02,Marking Clerks,43-5081.04,"Order Fillers, Wholesale and Retail Sales",2
43-5081.02,Marking Clerks,51-6011.00,Laundry and Dry-Cleaning Workers,3
43-5081.02,Marking Clerks,43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",4
43-5081.02,Marking Clerks,51-9031.00,"Cutters and Trimmers, Hand",5
43-5081.02,Marking Clerks,43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",6
43-5081.02,Marking Clerks,35-2011.00,"Cooks, Fast Food",7
43-5081.02,Marking Clerks,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",8
43-5081.02,Marking Clerks,43-9071.00,"Office Machine Operators, Except Computer",9
43-5081.02,Marking Clerks,43-4071.00,File Clerks,10
43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",1
43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",51-6011.00,Laundry and Dry-Cleaning Workers,2
43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",53-7064.00,"Packers and Packagers, Hand",3
43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",35-2021.00,Food Preparation Workers,4
43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",53-7061.00,Cleaners of Vehicles and Equipment,5
43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",47-2151.00,Pipelayers,6
43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",33-3041.00,Parking Enforcement Workers,7
43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",49-9052.00,Telecommunications Line Installers and Repairers,8
43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",47-4091.00,Segmental Pavers,9
43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",10
43-5081.04,"Order Fillers, Wholesale and Retail Sales",43-5081.02,Marking Clerks,1
43-5081.04,"Order Fillers, Wholesale and Retail Sales",43-5081.01,"Stock Clerks, Sales Floor",2
43-5081.04,"Order Fillers, Wholesale and Retail Sales",35-2011.00,"Cooks, Fast Food",3
43-5081.04,"Order Fillers, Wholesale and Retail Sales",35-3021.00,"Combined Food Preparation and Serving Workers, Including Fast Food",4
43-5081.04,"Order Fillers, Wholesale and Retail Sales",35-2021.00,Food Preparation Workers,5
43-5081.04,"Order Fillers, Wholesale and Retail Sales",37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",6
43-5081.04,"Order Fillers, Wholesale and Retail Sales",51-6011.00,Laundry and Dry-Cleaning Workers,7
43-5081.04,"Order Fillers, Wholesale and Retail Sales",39-5093.00,Shampooers,8
43-5081.04,"Order Fillers, Wholesale and Retail Sales",43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",9
43-5081.04,"Order Fillers, Wholesale and Retail Sales",43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",10
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",29-2052.00,Pharmacy Technicians,1
